Date,AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA,Date
2022-03-04,0.24219115820445486,0.2997917336518749,0.24623303852354642,0.4093097466052487,0.226919467971174,0.48084098682218385,0.5678172744488265,2022-03-04
2022-03-07,0.23964369263006904,0.3046051423725519,0.24609096739262876,0.4126831412026952,0.2294172053775568,0.4807484989136205,0.5661594927182643,2022-03-07
2022-03-08,0.236730820357304,0.30242083184561963,0.24565525433812005,0.4108672215226645,0.22809755154517966,0.47444481510432857,0.5319783183582589,2022-03-08
2022-03-09,0.23890322340904813,0.30339116894825685,0.2504142944308767,0.4132208894319373,0.23240708991180684,0.4791183696066818,0.5334342259273195,2022-03-09
2022-03-10,0.24011310357437346,0.3076682188048802,0.24869188771897427,0.41204933772604563,0.23186201636811246,0.47784272780672227,0.5320699794349353,2022-03-10
2022-03-11,0.2412618728978482,0.3076968422618843,0.24825656881578315,0.4133593251897694,0.2326459275707997,0.4784395187081731,0.5345705322064487,2022-03-11
2022-03-14,0.24169990850921608,0.30871606003102514,0.2502115530833758,0.4128422695135509,0.2330049960841154,0.47931630496310224,0.5355285242220487,2022-03-14
2022-03-15,0.24312126702698314,0.3111533717943251,0.25108724727062204,0.4133877897114704,0.23579783933440354,0.48507186095480337,0.5355587177937237,2022-03-15
2022-03-16,0.24461551985741825,0.3132630303813889,0.2529403586053662,0.4175584648920484,0.2370180466129958,0.48923033873264177,0.5364033529951345,2022-03-16
2022-03-17,0.2421306613100774,0.31249598470823126,0.2511164321297634,0.4177218779393907,0.23539107500651224,0.4867884558368011,0.5329012717681182,2022-03-17
2022-03-18,0.2428551997833311,0.3131427294049555,0.2516114529922564,0.417760403353001,0.23595398105172907,0.49106857111651075,0.5341880514121372,2022-03-18
2022-03-21,0.24145190621359058,0.3129394026033594,0.25161515566164677,0.41816142355551306,0.234853263249748,0.4905730501435978,0.5339911285382032,2022-03-21
2022-03-22,0.2420957752326342,0.31351668751305845,0.2529654485902048,0.4188280815362729,0.2352838494700881,0.4905516062584552,0.5393679317969343,2022-03-22
2022-03-23,0.2412342014595048,0.31322287441415075,0.2532239654426175,0.4180908592952677,0.2356245823081978,0.49061337180114506,0.537001384829291,2022-03-23
2022-03-24,0.24214641086922123,0.3129250655026565,0.25421655466767645,0.4189628166001452,0.23561449947493127,0.4995518420599068,0.5369712998374631,2022-03-24
2022-03-25,0.24212981631241912,0.31298721277838815,0.25416307991015935,0.41879901036855594,0.23503731507982176,0.4995221078454272,0.5357678373583641,2022-03-25
2022-03-28,0.24215429929952265,0.31390923795272413,0.2540218125326115,0.4179344982052307,0.23597381574580062,0.4997380405802232,0.541187367268901,2022-03-28
2022-03-29,0.24238370456165179,0.31382849229532783,0.25409043941846227,0.4188188940244015,0.23585662040614927,0.4997878764485,0.5399339121693524,2022-03-29
2022-03-30,0.24192230497907438,0.31413014902802683,0.25406647287132067,0.4182502858654265,0.23542190695262724,0.5000545248937524,0.5378257934081758,2022-03-30
2022-03-31,0.24263860016245645,0.3140659525866162,0.2530410677231363,0.4186452165244256,0.23465738780010612,0.49938342952154474,0.5379822884077082,2022-03-31
2022-04-01,0.24164758493346555,0.3134087680256855,0.24981366976358402,0.41733462034352214,0.23314371778588283,0.4998776147196459,0.5363612718373713,2022-04-01
2022-04-04,0.2426691277745387,0.31474670544311095,0.2504802912227998,0.4192784154360253,0.23368231672549822,0.5001780446124667,0.5390457030425301,2022-04-04
2022-04-05,0.24323381589601367,0.31534708409367207,0.25080313363158435,0.41871850607561917,0.23399446974305554,0.5029371221945532,0.540380733480284,2022-04-05
2022-04-06,0.24337689086213618,0.3169598341509585,0.2525307392857399,0.42026438158228424,0.23666322946429713,0.5066131184999926,0.5419233588882729,2022-04-06
2022-04-07,0.24262786945408535,0.31624409714845236,0.2524639267495452,0.4202640014058457,0.23653598860615307,0.5067174494078327,0.5418549618080193,2022-04-07
2022-04-08,0.24255258049362596,0.31693226466753077,0.2529553308046209,0.420263258180221,0.23703579836509533,0.5060695669900891,0.5417068875914679,2022-04-08
2022-04-11,0.2428977355158661,0.317593785605756,0.25524330220195185,0.42100682383116245,0.24022524334199022,0.5081268903684754,0.537459591976972,2022-04-11
2022-04-12,0.2423879571367135,0.31700016189337626,0.2553362191084854,0.4205734119694509,0.24022518906336848,0.5078015915329106,0.5359649466690042,2022-04-12
2022-04-13,0.24222684792103377,0.3182777456985947,0.255179716820624,0.4202361523275783,0.24053784115815618,0.5057930928287514,0.5370029953379963,2022-04-13
2022-04-14,0.2441859216421156,0.3191594395786852,0.2563957558809382,0.42075596196285603,0.24208154707641968,0.5074929942373453,0.538374712686715,2022-04-14
2022-04-18,0.24416191849509805,0.3191470923695935,0.25647695481885174,0.42060820316117864,0.24195324894850465,0.5067025400340565,0.5374726984321114,2022-04-18
2022-04-19,0.24412259144699874,0.3208787902068252,0.2570318058784849,0.4218235234851232,0.2425082007006258,0.506787963397559,0.5379004728342901,2022-04-19
2022-04-20,0.24412398616070974,0.3218249853522941,0.2575153809681989,0.4287480432677585,0.24238133621883184,0.5078341532805438,0.5393376588909993,2022-04-20
2022-04-21,0.24386180709476618,0.3235590229585993,0.25853052345981564,0.43272059650506,0.2428175469504323,0.5104473284661034,0.5390901200497931,2022-04-21
2022-04-22,0.24496622596924922,0.3244787283345697,0.26110153306870854,0.4328290714087295,0.24359499766833292,0.5109496808167359,0.5389934881406524,2022-04-22
2022-04-25,0.24502737584160217,0.324045745594475,0.26261712454933583,0.43309915324111126,0.24477909120073882,0.511127810087165,0.5389676411329293,2022-04-25
2022-04-26,0.24797013351738592,0.327188571211195,0.2649830075753485,0.43417886264760563,0.2476823727602488,0.5142952793730946,0.5509776425742762,2022-04-26
2022-04-27,0.24788678192180302,0.32704446891273076,0.265899125337194,0.43511286061264604,0.250601879250938,0.5146671663300599,0.5507559888686819,2022-04-27
2022-04-28,0.25182253601560045,0.33040818147962375,0.26808276127020886,0.4641000800503283,0.25141795612644047,0.5198118582690653,0.5501427430864391,2022-04-28
2022-04-29,0.25410498489414146,0.35883896787499947,0.270171381603981,0.4645736146211152,0.25498039600216194,0.5232738454566075,0.5482524312743741,2022-04-29
2022-05-02,0.25400049792317814,0.358151722347553,0.27099957944971453,0.4677311351449362,0.2561478455899757,0.5256655217551433,0.5482043819454729,2022-05-02
2022-05-03,0.25153024926986095,0.3575281047956271,0.2706190837123427,0.4676112167915244,0.2557937598894433,0.5245353885431653,0.547925004976536,2022-05-03
2022-05-04,0.2546870191748335,0.3576252825793616,0.27380780240447117,0.4707167346900228,0.25729558762537763,0.5257100530942425,0.5498133016442559,2022-05-04
2022-05-05,0.260693931573659,0.3651703737520637,0.2777209928915209,0.47512848560272164,0.2607858978832167,0.5310500315111917,0.5562415226916824,2022-05-05
2022-05-06,0.2606844093952725,0.36538382825131016,0.2777326640248329,0.4755643717709048,0.260770214992402,0.5308347409963918,0.55621661567917,2022-05-06
2022-05-09,0.2615472432446649,0.367742771815442,0.27796223198227027,0.47524619855870254,0.2625785445228419,0.5377146429043796,0.5599594014539259,2022-05-09
2022-05-10,0.2618564942541227,0.36755950120685105,0.278294153971297,0.4753144362553909,0.26316927930273876,0.5389703680068099,0.5597837625141711,2022-05-10
2022-05-11,0.26588000127628225,0.36824495094187376,0.2766500964842599,0.47718861645827587,0.2636356726731591,0.5404466242102576,0.5642288866513784,2022-05-11
2022-05-12,0.26676897410450356,0.3685723181508516,0.27643739099228076,0.4773012848544255,0.26391418094931307,0.5411480905479586,0.563378467657829,2022-05-12
2022-05-13,0.2679100569315928,0.3726278342411639,0.27700845703388105,0.47759046053553544,0.2640389620824022,0.5476306223922403,0.5653203177439532,2022-05-13
2022-05-16,0.26796671901335795,0.372754741577003,0.2773289389988781,0.47766630376748764,0.26375011427160017,0.5482250927935813,0.5680598452719289,2022-05-16
2022-05-17,0.2688291292858059,0.3750086611866396,0.27763321175331224,0.4776026237563109,0.2643444208891878,0.5505042025455135,0.5702443723793984,2022-05-17
2022-05-18,0.2748597311075599,0.3815772861603467,0.2804069030585897,0.48003411592312845,0.26832061589496237,0.5549062966454007,0.5738831329000595,2022-05-18
2022-05-19,0.2752561804593178,0.3815398396785246,0.2803032368368176,0.47972580491546,0.2680093665054482,0.5537123000462671,0.5724924789343383,2022-05-19
2022-05-20,0.2748332210777275,0.3813565838789314,0.2805670393824204,0.47987271928620623,0.2679630460874344,0.553778187889161,0.5761254505149063,2022-05-20
2022-05-23,0.27737952569196195,0.3810849313616438,0.28004749516522415,0.4792968203639324,0.26889211187113005,0.5524116932931527,0.5747301409332297,2022-05-23
2022-05-24,0.2780814265130757,0.3822834055453049,0.28437311464363024,0.48493990800586984,0.26890404421539893,0.5542349215699633,0.5790061102869648,2022-05-24
2022-05-25,0.27808028649863703,0.38323461814692295,0.28427207978303226,0.4851992644644503,0.2691207855262703,0.5564887187539838,0.5805350675474416,2022-05-25
2022-05-26,0.2786909056026185,0.38537684569274194,0.2848213861042681,0.48690646911334273,0.2692585648748986,0.5585991937496316,0.5848807398439915,2022-05-26
2022-05-27,0.28148218411858866,0.38722649781752544,0.28791634457928905,0.48720202010183633,0.2706245406497389,0.5590435611717623,0.5892285097169684,2022-05-27
2022-05-31,0.28152930556217015,0.3898326147379832,0.2880195081801807,0.4872315560653305,0.270508170906339,0.5591095175613768,0.5892267168561492,2022-05-31
2022-06-01,0.2814828870177876,0.39001327106200595,0.2879874192588147,0.4878296178516981,0.27051045006677626,0.558628964817801,0.5889125871000513,2022-06-01
2022-06-02,0.2816279295464635,0.3910999817914036,0.2896750972650332,0.49095560979516323,0.27051898155120424,0.5627164636347717,0.5880632340469194,2022-06-02
2022-06-03,0.2838023618193939,0.3918104667795227,0.29021212231462923,0.49229080106767337,0.2703128071844437,0.5634844920690885,0.5938826789001904,2022-06-03
2022-06-06,0.2838367834804101,0.39235281063681915,0.29087205990551107,0.4922632025941357,0.27011170643495,0.5634888888659131,0.5939998016941925,2022-06-06
2022-06-07,0.28427397647050107,0.3920025068839566,0.2908802915396621,0.4922934975419589,0.2703981582983702,0.5634359543227067,0.5939880010858366,2022-06-07
2022-06-08,0.28432513622533695,0.39220410976560904,0.29085429521915734,0.4922613299905365,0.27049685579903643,0.5636114568054196,0.5940166859680847,2022-06-08
2022-06-09,0.28655719976517885,0.39368610028906165,0.291332604140685,0.49616885239654784,0.27096090298012454,0.5645733614045543,0.5938472742621415,2022-06-09
2022-06-10,0.28908875129643885,0.3974842912509696,0.2930712876710649,0.4981118751919075,0.27463805017726983,0.5673346890464549,0.5947361577570978,2022-06-10
2022-06-13,0.29065863367379274,0.4008248261419624,0.29605792866198893,0.501649575919277,0.27779904328050287,0.5726549443827978,0.5989909004761083,2022-06-13
2022-06-14,0.2906522549888044,0.40098705849620786,0.2959684895441904,0.5016452330047748,0.27789297888511677,0.5726337694858107,0.5986408507767439,2022-06-14
2022-06-15,0.2913056935216109,0.40446564759304127,0.29733299492233095,0.5027679194116158,0.2794558226673402,0.5742791384534255,0.6009938462631094,2022-06-15
2022-06-16,0.2937750235022871,0.40536690418978805,0.2991282488526924,0.5046987356965116,0.2804275198505785,0.5750726120690864,0.6069329089925624,2022-06-16
2022-06-17,0.2938146774268789,0.4062266068272798,0.2990363420996173,0.5047793862927343,0.2805866125624442,0.5753515092801317,0.6070696799175566,2022-06-17
2022-06-21,0.29528795537069263,0.4069051253969836,0.3015408132724129,0.5061470283418708,0.28139391584820644,0.5768534233076797,0.6140756393993068,2022-06-21
2022-06-22,0.29505370887528093,0.4065916558787896,0.30150829655968586,0.5056585771814265,0.2811908548307699,0.5764571661632361,0.6140891358421391,2022-06-22
2022-06-23,0.2958144161146882,0.4079755258606123,0.30158475809386487,0.5060512241131095,0.28209880553926525,0.5764470402986482,0.6119377458777852,2022-06-23
2022-06-24,0.2967902507055743,0.4094128858179069,0.30589057650131896,0.5113916690012201,0.2841006225217219,0.5790645328399827,0.6125714621558993,2022-06-24
2022-06-27,0.29677835317376183,0.41008465935038496,0.30643078598786844,0.5113854473646299,0.28422897620645887,0.5791901747404384,0.6124527082663249,2022-06-27
2022-06-28,0.2980619615867748,0.4128994704708731,0.30820162993420913,0.5118768921680845,0.2856774352038897,0.5794048399934697,0.6141046986002098,2022-06-28
2022-06-29,0.29812343954903,0.4131883336850584,0.3082059328256588,0.512325144912467,0.28588394506956305,0.580042868513527,0.6142667167184415,2022-06-29
2022-06-30,0.2986523445598455,0.4138497770428144,0.30916349217648686,0.5124285719347518,0.2861830356339561,0.5805511806547472,0.6145367178141021,2022-06-30
2022-07-01,0.2990723561803328,0.4151717252945679,0.3091523147128873,0.5119889567610836,0.28637239149752325,0.5819278996179525,0.6146390432903212,2022-07-01
2022-07-05,0.29902982797833255,0.41615506268193314,0.31111645349610234,0.5147762297813552,0.2857800380574818,0.5825808833226073,0.6151374234056636,2022-07-05
2022-07-06,0.2988250521232956,0.41341442183334043,0.3112451676799859,0.5149023719313442,0.2860668405447776,0.5825958498177978,0.614468994357662,2022-07-06
2022-07-07,0.29924593988139137,0.4137903692749628,0.31342189501362666,0.515152666320824,0.28606830906498437,0.5844222999004195,0.6164021216937607,2022-07-07
2022-07-08,0.2991283435932122,0.41367856562372185,0.3132552318068849,0.5150504753211212,0.2859396680275091,0.5839785810893284,0.6167714884902881,2022-07-08
2022-07-11,0.299231020149955,0.4148538792367377,0.3147429471303812,0.5167192917333304,0.2861777576190922,0.5855129080648347,0.6203555068700044,2022-07-11
2022-07-12,0.29927174706529247,0.41538035070625606,0.31484002501413044,0.5166391831335054,0.28908951288880025,0.5850520915239207,0.618902412858009,2022-07-12
2022-07-13,0.29918569645312293,0.4154641499547394,0.3156742732492748,0.5166532510553873,0.28880011659843363,0.5849528313749959,0.6185668175953588,2022-07-13
2022-07-14,0.2989172204950859,0.4154714059703284,0.31570176222579927,0.5174712513035737,0.2887988689172709,0.5847885902809709,0.6181244969357743,2022-07-14
2022-07-15,0.29909204744486195,0.4162398301449653,0.31583970274204487,0.5193495369264292,0.2889492300113248,0.5836935764265351,0.6181322689076851,2022-07-15
2022-07-18,0.2994795797716934,0.4160039426178073,0.3167708308186811,0.5196004832433797,0.2891029395952699,0.5825328050667421,0.618034677864003,2022-07-18
2022-07-19,0.2994038517034178,0.4179410726379398,0.3193001878483245,0.5222345409047982,0.2895584081532839,0.5841606214867021,0.6183397821121086,2022-07-19
2022-07-20,0.29859464215287806,0.4197633238851105,0.3190243721125566,0.523810697112772,0.2896315071295456,0.5860279402988372,0.6180241218928207,2022-07-20
2022-07-21,0.2989045364922649,0.4200555839150328,0.31886590117260505,0.5235915031285692,0.2897021954616984,0.5846333601111502,0.625452750078494,2022-07-21
2022-07-22,0.29888475974275536,0.42008232638004256,0.32367879919212983,0.5285233037823764,0.2896936139277028,0.585987547668038,0.6253580449678398,2022-07-22
2022-07-25,0.2987582666996832,0.4201352082772378,0.32163975946012474,0.5257609097265211,0.2894762619293168,0.5862372452979047,0.6254627147244828,2022-07-25
2022-07-26,0.29888654870718806,0.42300579920715703,0.32231698946097087,0.5273743166218091,0.29068354105117167,0.5867958046242464,0.6262339291055797,2022-07-26
2022-07-27,0.30041781173812254,0.42618488650333364,0.3310971281791345,0.5316883390962631,0.29822466318074703,0.5916724698899433,0.6287623065338045,2022-07-27
2022-07-28,0.30016441564719554,0.42634968245825955,0.3296922614921607,0.5337213097635117,0.29958930440421,0.5915760784153006,0.6290899991052178,2022-07-28
2022-07-29,0.3018684143362336,0.4389796900107338,0.33022601509982996,0.532456465753415,0.29999366089455043,0.5916026110705397,0.6299692449076536,2022-07-29
2022-08-01,0.30194344816548424,0.4325087469387607,0.33036842005522266,0.5325055514881163,0.30010202675107384,0.59172615391737,0.6298424766486016,2022-08-01
2022-08-02,0.30209151516931315,0.43259183762174513,0.33037721083436994,0.5324342989026336,0.3003254145677361,0.59160993591385,0.629149917764338,2022-08-02
2022-08-03,0.30419576182301367,0.4343435778323397,0.33134564827875973,0.5354006013912489,0.3015021553248821,0.5919205051292274,0.6294952561348817,2022-08-03
2022-08-04,0.3041871800302596,0.4349006914311363,0.33133056826025786,0.5350054820364506,0.30152034192572225,0.5917168352802861,0.6294990682875404,2022-08-04
2022-08-05,0.30419424196218153,0.4350188996009663,0.3312665724646651,0.5351287880677161,0.30135426315232844,0.5915832849679878,0.6331654355679207,2022-08-05
2022-08-08,0.30416646232461875,0.43503321114449656,0.3312508463361451,0.5355371964112101,0.3014968171094893,0.5948163994276959,0.6327639376555364,2022-08-08
2022-08-09,0.3041649611490403,0.4351716051948712,0.3311697791229448,0.5355851121631238,0.30155061321215126,0.5961426340051541,0.6330014932326417,2022-08-09
2022-08-10,0.3052043576742737,0.43658648328426025,0.33224747042973324,0.5390065755847351,0.3024413144328972,0.5987994188271117,0.6340684095873558,2022-08-10
2022-08-11,0.30524759140192276,0.4367355673426924,0.33229974715520105,0.5390117036663277,0.3025340335510413,0.5987405975182153,0.6346656370490665,2022-08-11
2022-08-12,0.30529119023632073,0.4372220134523198,0.33310853646798744,0.5392660526261347,0.30284531759697086,0.60015771306597,0.6359964823793152,2022-08-12
2022-08-15,0.30534106366973524,0.4372202112088581,0.3331015653522662,0.5392712254361398,0.302714193318723,0.6002355478356325,0.6366088151305387,2022-08-15
2022-08-16,0.3050773490255947,0.43736437707921433,0.3330831889224722,0.5391778209617831,0.3026719207630469,0.6001703189763149,0.6350937487776408,2022-08-16
2022-08-17,0.3051039799443231,0.43741426158309415,0.333334285789848,0.5393239609784068,0.30263767501742206,0.6003594402878394,0.6343779976626799,2022-08-17
2022-08-18,0.3039757591654799,0.4372389588098877,0.33326825517479136,0.539290089953669,0.30259996000253964,0.6004078575410267,0.6335412825758457,2022-08-18
2022-08-19,0.3043927265483848,0.4381492827022356,0.33415213709374636,0.5404981197053316,0.3022179653241059,0.6011789513056619,0.6334654794489857,2022-08-19
2022-08-22,0.30517939307493525,0.43961088639348644,0.3348161545365668,0.5409714280699841,0.30255539073234194,0.6007296541050556,0.6338911006536817,2022-08-22
2022-08-23,0.3050401515150653,0.4391211206914761,0.3342534060104695,0.5408792749847512,0.302587777687993,0.5982581765733105,0.633176633796378,2022-08-23
2022-08-24,0.30503972568861315,0.43894163903991684,0.3341237168875503,0.5410474992165192,0.30252561178760357,0.5982196820407326,0.6331752658644175,2022-08-24
2022-08-25,0.30523552167266893,0.4397356526616208,0.3351268864376318,0.5421715058357726,0.30272865452680103,0.599264511942216,0.6331926666906346,2022-08-25
2022-08-26,0.30758595474444694,0.442227828171871,0.33935504467413846,0.5435085136640229,0.3050186814680446,0.6062757469335858,0.6336440770606653,2022-08-26
2022-08-29,0.30784690267365156,0.44214889485951037,0.3389082431958166,0.5430830012450211,0.30518844767852893,0.6063340955355565,0.633626137814061,2022-08-29
2022-08-30,0.3067849582316285,0.4416547373321843,0.3388901338999623,0.5426222005242423,0.30501171200234317,0.6066684774773581,0.6336736291470343,2022-08-30
2022-08-31,0.3068564309151458,0.4416291916422183,0.3389341912840888,0.5440657305372458,0.3050129607395614,0.606993568654238,0.6337129723464858,2022-08-31
2022-09-01,0.30685960241101823,0.44171219518762067,0.3392353051072149,0.5442648011505606,0.3050358151147763,0.6116994334696819,0.6337183009832564,2022-09-01
2022-09-02,0.3070922833448574,0.44169924126597554,0.3394028102976701,0.5447674624767681,0.3054654536843503,0.6120147347758979,0.6342568302519881,2022-09-02
2022-09-06,0.3071830883146922,0.4417853358521408,0.339490553999275,0.5448043928350125,0.3056472139571487,0.6117633274144743,0.6344197287531537,2022-09-06
2022-09-07,0.3069349882809402,0.4425387899229571,0.3404279715653888,0.5446806193434887,0.30626092419742246,0.6120587618818473,0.6347589941191725,2022-09-07
2022-09-08,0.306919698256264,0.44251869701047575,0.3405295257727624,0.5447617324895843,0.3062673951931776,0.6122909741029778,0.6350230979001811,2022-09-08
2022-09-09,0.30740603798814126,0.4432283699137532,0.34122875086432347,0.5467291498794692,0.3070057703193499,0.6129686671113886,0.6359685261397106,2022-09-09
2022-09-12,0.30793595405774443,0.44389105989171296,0.34077252106190165,0.5467133044663735,0.30708357910572415,0.6128642296568715,0.6355865280683832,2022-09-12
2022-09-13,0.3135654560501054,0.44937118806016135,0.34553304539185836,0.5542459149327804,0.3118965545245362,0.6198503109784826,0.6369282849976761,2022-09-13
2022-09-14,0.3135427827346011,0.44960215444129087,0.34560595999546534,0.5542940942384269,0.31174265194658385,0.6198278045840562,0.6378572309086361,2022-09-14
2022-09-15,0.3140841330849857,0.4498421260786738,0.3458270504333653,0.5543650368890822,0.31239560205935907,0.6199543855454783,0.6377141511059686,2022-09-15
2022-09-16,0.3142804912128196,0.4503050013335254,0.3457966640631632,0.5546832712921852,0.31239567806247626,0.6203443518556067,0.6377205897094445,2022-09-16
2022-09-19,0.31469823388908824,0.4503720224403738,0.34531793186260845,0.554543488654482,0.31193588010797757,0.6203695690501,0.637953438011964,2022-09-19
2022-09-20,0.3143008366290513,0.4497705517677018,0.3454986047916662,0.5542053164920566,0.31151400979008925,0.619554043786554,0.6366816283108407,2022-09-20
2022-09-21,0.3149783408044356,0.4506977545405356,0.3459188156115787,0.5546790440473657,0.3118151128316478,0.619555883622329,0.6371771679522782,2022-09-21
2022-09-22,0.31462235195459487,0.45063803318779416,0.3459092491838653,0.5534954580079747,0.31165799800300104,0.6207682460409489,0.6383812360084548,2022-09-22
2022-09-23,0.31494005109363915,0.45141789593115506,0.34606039005532835,0.5535649769694827,0.31186650308622593,0.6202180461430383,0.640131379023247,2022-09-23
2022-09-26,0.314945924567401,0.45159489580478235,0.34599110856619913,0.5536744992404928,0.3118691596749496,0.6203759295001364,0.6395857336336974,2022-09-26
2022-09-27,0.3148178294541418,0.4516022205069601,0.34596929551474165,0.5537678638143593,0.3114455681976265,0.6203507112495337,0.6396981603961485,2022-09-27
2022-09-28,0.314154429679243,0.45206506438643174,0.3451600971946756,0.5556551556600053,0.3100517944143625,0.6194537405266823,0.6396290178805855,2022-09-28
2022-09-29,0.317976696261504,0.4528139674705219,0.345947124749891,0.5566870692581785,0.3103778585780635,0.6206569816820818,0.643363473896421,2022-09-29
2022-09-30,0.3192729504057253,0.4530348910304123,0.3463484419804587,0.5566872036408627,0.31087757830561247,0.6205814607064207,0.643420249928282,2022-09-30
2022-10-03,0.3206406204145773,0.4538127347706202,0.34712763652219397,0.5570635701961013,0.311672629726527,0.6214052646296757,0.6492840910549188,2022-10-03
2022-10-04,0.32067029571460776,0.45528398698958095,0.34796088320010077,0.5553460017903301,0.31288916721358484,0.6218731224402365,0.6498645703874408,2022-10-04
2022-10-05,0.320377943971952,0.45516286270642825,0.34746507860286513,0.5548891883214628,0.3122328711406831,0.6207600100251265,0.6508183075319462,2022-10-05
2022-10-06,0.3203984206171896,0.454985531373999,0.3472480221940959,0.5548786541546503,0.31198587289416174,0.6206394956158124,0.6509187688181831,2022-10-06
2022-10-07,0.32240813349555664,0.45720114892257974,0.34797342048960017,0.556054210709364,0.3159607644047974,0.6253710975132516,0.6538867746801816,2022-10-07
2022-10-10,0.3224028896465196,0.45724000746680177,0.3480087034638378,0.5560544738751297,0.31663205007451134,0.6261181341369485,0.6538037215524652,2022-10-10
2022-10-11,0.32257016027409335,0.457239374529353,0.34801986030723914,0.5571315946186172,0.31703264844027296,0.6261238665250013,0.6544040550363143,2022-10-11
2022-10-12,0.3224723726023521,0.45729405818031427,0.3476584375893734,0.557150490346345,0.31701860338765614,0.6261515436635544,0.6541814869751916,2022-10-12
2022-10-13,0.3241735301319746,0.45712974922121613,0.3479221325331508,0.5576824618457413,0.31909567954225004,0.6273631090952453,0.6544730455058847,2022-10-13
2022-10-14,0.3251780332613659,0.4597030833921848,0.3476979881937387,0.5579906160117987,0.31916343402775516,0.6289164273051063,0.6587514893288243,2022-10-14
2022-10-17,0.3263897384337368,0.46311664253308105,0.3496069494367123,0.5612014270619138,0.3216277694100893,0.631801795496382,0.6618008515558648,2022-10-17
2022-10-18,0.3263127179001418,0.46356546180603697,0.34954961672796375,0.5601075489392242,0.3214795230647842,0.6315957409858858,0.6610215608494061,2022-10-18
2022-10-19,0.32596922884781926,0.4636721558623389,0.34966974804880996,0.5598865700275352,0.32154846438195483,0.6316378730914534,0.6610454509812078,2022-10-19
2022-10-20,0.3259700356998153,0.46362254375649475,0.34958160786213727,0.559943984335599,0.3215436579918684,0.6317455837021115,0.6643591871208,2022-10-20
2022-10-21,0.3270825590869276,0.46500240773592993,0.3498086481303985,0.5599707474346282,0.3223899251447005,0.6315657834111451,0.6644604538662864,2022-10-21
2022-10-24,0.32736262637594865,0.4641835304378362,0.3488770611325128,0.5579513543320603,0.32310421231538894,0.6316772976678313,0.6643710784544138,2022-10-24
2022-10-25,0.32791768252519654,0.46422757894967975,0.34945240665004956,0.5612914220687072,0.3234149390283734,0.6336485232142678,0.6542142112625418,2022-10-25
2022-10-26,0.32849595668410725,0.46561637002207173,0.36069196768294365,0.562628571159313,0.3322764203626503,0.630449442861469,0.654280846195499,2022-10-26
2022-10-27,0.3299113246488834,0.4672545610087636,0.35808505391798656,0.6126973813223159,0.3299855575478007,0.63082176452624,0.6539831211596107,2022-10-27
2022-10-28,0.337523476125073,0.47167899952828585,0.3609886061789317,0.6126336753289627,0.33253687730962,0.6325606761993086,0.653035732673641,2022-10-28
2022-10-31,0.3373836638876998,0.47132028527283293,0.3610125279637672,0.6147741052610296,0.33203206858455786,0.6324027834153556,0.6520834500984012,2022-10-31
2022-11-01,0.33780573706120726,0.47414137027044617,0.36218698347353195,0.6148592725886081,0.33236554614008856,0.6323110910193525,0.6463465418289858,2022-11-01
2022-11-02,0.3398195249928005,0.4764218175948083,0.3637639011257684,0.6164893131073678,0.3338714647937909,0.6322371929537067,0.6480395562525001,2022-11-02
2022-11-03,0.3423267365606162,0.4767044489218863,0.3657046432677448,0.6164542864562419,0.3347950778500191,0.6324023835121771,0.6469676198661793,2022-11-03
2022-11-04,0.3423147465457575,0.4762432649036719,0.36761715745811674,0.6167458470649905,0.33648939138656314,0.6229882904057702,0.6477243043427411,2022-11-04
2022-11-07,0.34231833265648803,0.47603813540596984,0.36835025109478936,0.620351940172694,0.33788434690420427,0.6231119387096111,0.6495020243858389,2022-11-07
2022-11-08,0.34230051547674534,0.47601163504281413,0.36839423592287407,0.6203457578848117,0.33790773499463683,0.6224113747978318,0.6484142718090736,2022-11-08
2022-11-09,0.3438913505071724,0.47694239351035944,0.36873963751617955,0.6228416050133638,0.3383704310729684,0.624777847944785,0.6413614417538089,2022-11-09
2022-11-10,0.3547315314127928,0.492245698393726,0.37635728711335725,0.6315614491074018,0.3482497111604513,0.6404476033610247,0.6442388311068523,2022-11-10
2022-11-11,0.35524080189705143,0.49428860160321975,0.37737929510217416,0.6316992620037406,0.34866316073822917,0.6407297612536758,0.6448938068499539,2022-11-11
2022-11-14,0.3550958591800048,0.49444908428712103,0.37681766082699636,0.6303468194719276,0.34905284055257835,0.6407276893151201,0.6447877927921372,2022-11-14
2022-11-15,0.35528664669985055,0.4944311916995835,0.37801768989766077,0.6305715934043057,0.34906276143308185,0.6411073189181316,0.6448365306766898,2022-11-15
2022-11-16,0.3553322188285322,0.49470840818613687,0.37804915915331555,0.6311827362128197,0.34889152642450516,0.642559052518532,0.6445114202976977,2022-11-16
2022-11-17,0.3551877871213499,0.49515535651504206,0.37805847605701287,0.6312938065674414,0.3488882142641073,0.6420101454470413,0.6438558169461419,2022-11-17
2022-11-18,0.35406588805421035,0.49325996683669265,0.3779036295514239,0.6313524052713619,0.34880991845543896,0.6366051348446085,0.6439570178349571,2022-11-18
2022-11-21,0.3543262916461685,0.49349898057765207,0.37827398436510773,0.6311282475422411,0.3487789298278267,0.6351224494214748,0.6461643805168473,2022-11-21
